round,average_score,average_distance,num_closer_than_average,winner,score,distance,lat,lng,description,silver,silver_score,silver_distance,silver_lat,silver_lng,silver_description,bronze,bronze_score,bronze_distance,bronze_lat,bronze_lng,bronze_description,loser,loser_score,loser_distance,loser_lat,loser_lng,loser_description
Honoka‘a,5757.26898789879,7002488.91629974,508,HarmesanCheese,12999.33,2671.005539220536,20.070973,-155.490895,,Tumnus,11990.97,14103.213210032325,20.109781,-155.598009,,Patxepi,10981.87,28478.916041542554,19.823206,-155.46966,,Botswana,213.44,19160614.092997503,-26.907379149999883,20.68536949100013,Southmost point 1
Hawaiian Paradise Park,5753.613586358636,7017120.306379644,511,Banana Peel Seal,12996.2,15222.623287366489,19.715028,-155.039639,,WiiSuper,11990.41,16336.046583961295,19.735204,-155.013572,,Yertle,10984.68,17233.382487920637,19.722208,-155.064471,,Zimbabwe,224.62,19115868.605402097,-16.70720672699997,32.97854995800003,Mashonaland East northeastmost point
Kodiak,6185.37404840484,5288708.064179742,489,US Geoguessr Professor,12999.96,154.59266588897285,57.788577,-152.402724,,Donald Trump (without dependencies),11991.41,12352.470827832978,57.69181156197119,-152.5077426708683,"57.691812, -152.507743",Donald Trump,10950.46,154239.9016469034,56.9963197878954,-154.51852118627448,"56.99632, -154.518521",Lesotho,811.85,16765185.698736781,-28.57080078099989,28.65136909500012,Northmost point
Moerai,5105.305214521452,9612328.277537702,563,Blinky,12961.93,152386.20804569838,-22.66459999999989,-152.807816,French Polynesia: Îles Australes southwestmost point,tempered steel,11852.46,568541.1392548404,-17.540367,-149.826815,,Norton,10846.34,570999.3777462028,-17.68525,-149.305983,,Ramy,211.82,19167123.857756406,27.987299,34.459656,
Vaitoare,5184.682497249725,9294579.814840438,575,Blinky,12996.59,13661.789617926512,-16.79882861857042,-151.44984664653452,French Polynesia: Îles Sous-le-Vent pole of inaccessibility,tempered steel,11944.99,198150.07955057902,-17.540367,-149.826815,,Norton,10934.15,219496.66194127998,-17.559006,-149.61,,Sudan,278.08,18901858.25374921,18.626806,38.849304,Eastmost point 2
Homer (Alaska),6203.228745874588,5217235.663208451,488,MuadBid,12998.01,7957.387923458191,59.604801,-151.429111,,jogwi,11992.46,8154.6199176912405,59.603307,-151.426825,,Yelldosh,10986.93,8249.971919498035,59.602736,-151.425534,,Lesotho,863.1,16560037.843598606,-28.57080078099989,28.65136909500012,Northmost point
Kalifornsky,6209.174521452145,5193435.177611235,488,Luni,12996.31,14766.503026762013,60.489,-151.062,,gurf,11990.8,14781.656959235219,60.55104,-151.27432,,Donald Trump,10977.9,44387.579152359656,60.03332240959308,-151.50235341316522,"60.033322, -151.502353",Lesotho,884.64,16473800.379959121,-28.57080078099989,28.65136909500012,Northmost point
Fox River,6208.450825082508,5196332.1112977965,490,Donald Trump (without dependencies),12993.0,28011.872281883152,59.760182381009656,-150.49696415546214,"59.760182, -150.496964",Donald Trump,11986.44,32229.407038144363,60.03332240959308,-150.49696415546214,"60.033322, -150.496964",Oliver_,10979.44,38210.55908625989,59.600424,-151.408835,,Lesotho,869.12,16535946.761029776,-28.57080078099989,28.65136909500012,Northmost point
Sterling (Alaska),6213.29397139714,5176944.899814956,491,Luni,12995.72,17131.648947522877,60.489,-151.062,,gurf,11987.53,27877.732905021614,60.55193,-151.27368,,Donald Trump (without dependencies),10980.97,32098.834200733898,60.79436779052888,-150.49696415546214,"60.794368, -150.496964",Lesotho,888.01,16460313.225717539,-28.57080078099989,28.65136909500012,Northmost point
Willow,6223.093245324532,5137742.61479632,491,Donald Trump (without dependencies),12993.56,25789.825819158414,61.82855320004812,-150.49696415546214,"61.828553, -150.496964",UltraTech66,11985.49,36055.34588062677,61.560646,-149.478942,,gurf,10979.01,39944.63836096205,61.79041,-149.28358,,Lesotho,921.87,16324770.287942722,-28.57080078099989,28.65136909500012,Northmost point
Talkeetna,6224.55199119912,5131903.8346995115,492,Yelldosh,12999.88,476.23093712016276,62.326456,-150.116823,,Chase,11994.34,622.0264284735571,62.32375,-150.12148,,oops,10988.77,880.9351606408018,62.3171,-150.100653,,Lesotho,937.85,16260820.738580564,-28.57080078099989,28.65136909500012,Northmost point
Mataura (French Polynesia),5101.1319031903195,9629032.532228172,566,Blinky,12999.27,2925.7866490266792,-23.373446,-149.48255146276585,French Polynesia: Îles Australes pole of inaccessibility,Norton,11837.15,629857.5910376047,-17.68525,-149.305983,,Luni,10827.51,646379.525919099,-17.534722,-149.400833,,Ramy,204.31,19197183.738618147,29.122219,25.432268,
Faaa,5180.936402640264,9309574.753928274,568,Norton,12999.83,687.9141212723591,-17.559006,-149.61,,Blinky,11992.63,7456.764276620688,-17.576158287624352,-149.53542983037272,French Polynesia: Îles du Vent boundary circular mean,Luni,10983.58,21662.58880672739,-17.534722,-149.400833,,Sudan,306.93,18786388.388530098,8.771820069000114,23.508220673000096,South Darfur southwestmost point
Seward (Alaska),6220.030605060506,5149977.68265538,493,Heptaplat,12999.95,218.06481331872243,60.102939,-149.440592,,Lumin,11994.41,319.4439272745858,60.10298,-149.43834,,Norton,10988.87,458.8034284578852,60.100422,-149.440461,,Lesotho,876.65,16505779.758975346,-28.57080078099989,28.65136909500012,Northmost point
Anchorage (Alaska),6222.206666666667,5141291.563409669,492,Norton,12999.98,69.81674752308997,61.218486,-149.899322,,Jet (Sorcerer),11994.42,304.1030105848214,61.21808,-149.90596,,tosubks,10988.89,378.5795399424852,61.2185,-149.893268,,Lesotho,907.26,16383282.090937031,-28.57080078099989,28.65136909500012,Northmost point
Susitna North,6225.619856985699,5127629.32480194,493,De Martian,12995.07,19749.817669074448,62.291843,-150.109192,,oops,11989.09,21626.095498730367,62.3171,-150.100653,,Donald Trump,10983.51,21930.985330609197,62.057990824058194,-149.49157489775905,"62.057991, -149.491575",Lesotho,933.46,16278381.328916088,-28.57080078099989,28.65136909500012,Northmost point
Lazy Mountain,6229.517326732674,5112026.632734444,494,UltraTech66,12998.02,7913.987987774234,61.60848,-149.090617,,Luni,11992.17,9311.620834288466,61.634375,-149.120938,,Steve Lira,10986.55,9736.902600382575,61.63494,-149.12891,,Lesotho,919.26,16335219.334461713,-28.57080078099989,28.65136909500012,Northmost point
Healy (United States),6235.038217821782,5089926.804599496,498,De Martian,12999.61,1541.6023909257726,63.843622,-148.957369,,WiiSuper,11992.83,6653.102305681694,63.798368,-148.938409,,Jedabilbert,10985.75,12964.143149435135,63.744551,-148.895865,,Lesotho,981.08,16087759.412087105,-28.57080078099989,28.65136909500012,Northmost point
Ester,6241.673487348735,5063366.457849428,513,Yelldosh,12998.12,7534.267545433448,64.818429,-147.870208,,OceanMan,11992.55,7768.656159180319,64.817265,-147.866022,,De Martian,10986.83,8617.661706961604,64.856062,-147.833261,,Lesotho,1009.37,15974534.4605319,-28.57080078099989,28.65136909500012,Northmost point
Prudhoe Bay,6241.922893289329,5062342.571379009,528,Donald Trump,12996.92,12316.95152237423,70.15666448191865,-148.48618564005596,"70.156664, -148.486186",Donald Trump (without dependencies),11990.01,17941.72568537981,70.10203647620197,-148.48618564005596,"70.102036, -148.486186",lostmyballs,10978.83,40653.36302688987,69.921569,-148.775748,,Lesotho,1158.87,15376060.564843716,-28.57080078099989,28.65136909500012,Northmost point
Avatoru,5228.256457645764,9120152.616075916,569,Blinky,12973.24,107123.54960478588,-14.853608999999892,-148.694717,French Polynesia: Îles Tuamotu-Gambier northwestmost point,Luni,11909.4,340616.72250681394,-17.534722,-149.400833,,Norton,10901.6,349798.5328407568,-17.68525,-149.305983,,Sudan,293.93,18838420.172718268,8.771820069000114,23.508220673000096,South Darfur southwestmost point
Fairbanks,6243.232453245325,5057124.805388256,513,De Martian,12999.34,2661.376031450914,64.839258,-147.772576,,OceanMan,11992.64,7435.581989033979,64.817265,-147.866022,,Yelldosh,10987.09,7586.38738175982,64.818429,-147.870208,,Lesotho,1009.42,15974311.221595822,-28.57080078099989,28.65136909500012,Northmost point
Salcha,6247.051562156215,5041836.59341527,509,Tones,12991.74,33046.09252230914,64.753985,-147.341529,,bryoda,11986.21,33147.58132943597,64.754715,-147.342817,,The Sultan of Salt,10980.7,33167.02604399793,64.754846,-147.343089,,Lesotho,1001.77,16004953.207048267,-28.57080078099989,28.65136909500012,Northmost point
Tukuhora,5203.874191419142,9217755.519866146,570,Blinky,12997.71,9156.490228498838,-17.391159,-145.589569,French Polynesia: Îles Tuamotu-Gambier southwestmost point,Kiribati,11928.68,263437.7090537882,-17.852113999999858,-143.0891109999999,Southmost point 1,Norton,10888.19,403508.18240205577,-17.68525,-149.305983,,Eritrea,265.39,18952678.644594736,12.712361,43.137638,Eastmost point 1
Deltana,6254.964246424643,5010162.132052185,501,Donald Trump (without dependencies),12996.84,12651.511215646575,63.89692401908658,-145.47001786694673,"63.896924, -145.470018",Donald Trump,11987.89,26443.992816553513,64.0826592385233,-145.47001786694673,"64.082659, -145.470018",Banana Peel Seal,10954.81,136817.0368402972,65.027887,-146.196911,,Lesotho,986.66,16065432.012233509,-28.57080078099989,28.65136909500012,Northmost point
Delta Junction,6252.49895489549,5020031.094141035,502,Donald Trump,12996.58,13694.97842281857,64.0826592385233,-145.47001786694673,"64.082659, -145.470018",Donald Trump (without dependencies),11989.44,20224.8902505963,63.89692401908658,-145.47001786694673,"63.896924, -145.470018",Tones,10961.26,111000.4457655421,64.753985,-147.341529,,Lesotho,990.23,16051118.007222315,-28.57080078099989,28.65136909500012,Northmost point
Fort Yukon,6255.497502750275,5008027.765454921,524,Donald Trump (without dependencies),12987.73,49101.62561767947,66.99948024764427,-145.47001786694673,"66.99948, -145.470018",Donald Trump,11981.6,51607.394943457235,66.10732765298843,-145.47001786694673,"66.107328, -145.470018",Daniel Lilienkamp,10955.65,133439.77343343353,65.398718,-145.971438,,Lesotho,1060.44,15770097.94380336,-28.57080078099989,28.65136909500012,Northmost point
Tok,6265.98899889989,4966030.227628485,499,Donald Trump,12990.52,37959.69055734349,63.07032503129075,-143.4592393515406,"63.070325, -143.459239",Donald Trump (without dependencies),11980.05,57835.977205483505,62.86273860956735,-143.4592393515406,"62.862739, -143.459239",jogwi,10969.14,79465.38709195418,62.734361,-143.833889,,Lesotho,977.34,16102720.807713525,-28.57080078099989,28.65136909500012,Northmost point
Otepa,5218.164928492849,9160549.07708358,572,Blinky,12954.87,180636.4161006322,-19.66111400099993,-140.408889999,French Polynesia: Îles Tuamotu-Gambier southmost point 1,Kiribati,11936.42,232448.20464497825,-17.852113999999858,-143.08740199999988,Southmost point 2,Norton,10766.65,890008.5838981714,-17.68525,-149.305983,,Eritrea,186.64,19267916.52642407,12.356982,42.700863,Southmost point
Taiohae,5371.664323432343,8546090.025814444,582,Blinky,12997.98,8105.840836935469,-8.874151528257217,-140.1634254009588,French Polynesia: Îles Marquises pole of inaccessibility,Kiribati,11733.36,1045307.6469045982,-17.852113999999858,-143.08740199999988,Southmost point 2,Luni,10641.86,1389554.3431665269,-17.534722,-149.400833,,Djibouti,137.46,19464790.913648803,12.706777681,43.133750937,Northmost point
Atuona,5363.266776677668,8579705.030163577,583,Blinky,12995.85,16600.814791678644,-9.815116999999876,-138.89097599999985,French Polynesia: Îles Marquises southeastmost point,Kiribati,11745.76,995684.5709394928,-17.852113999999858,-143.08740199999988,Southmost point 2,Luni,10636.65,1410419.0491877026,-17.534722,-149.400833,,Djibouti,100.07,19614445.190625574,12.706777681,43.133750937,Northmost point
Yakutat,6280.093311331133,4909570.88342023,517,maplemanatee,12996.01,15976.574762855878,59.6723,-139.866,,Donald Trump (without dependencies),11987.31,28754.276372653705,59.760182381009656,-139.43768232072824,"59.760182, -139.437682",MKA,10979.22,39110.91190543261,59.89742,-139.66839,,Lesotho,888.25,16459360.301911741,-28.57080078099989,28.65136909500012,Northmost point
Dawson City,6283.604389438944,4895516.004033828,521,Canada,12996.81,12763.336143333883,63.9474288677501,-139.48293535956884,"63.947429, -139.482935",Donald Trump,11970.01,98006.17363242914,64.0826592385233,-141.44846083613442,"64.082659, -141.448461",Donald Trump (without dependencies),10964.02,99961.33869146198,63.89692401908658,-141.44846083613442,"63.896924, -141.448461",Lesotho,1008.27,15978906.090567702,-28.57080078099989,28.65136909500012,Northmost point
Haines Junction,6294.52393839384,4851805.024934127,517,Canada,12997.43,10283.194097437228,60.839916792250094,-137.45102783899415,"60.839917, -137.451028",Donald Trump,11961.36,132634.05672547684,60.03332240959308,-139.43768232072824,"60.033322, -139.437682",maplemanatee,10954.13,139515.0331676153,59.9887,-139.525,,Lesotho,930.47,16290368.41555358,-28.57080078099989,28.65136909500012,Northmost point
Tapuarava,5238.6306270627065,9078600.416082937,597,Blinky,12994.77,20936.075319371954,-18.57954,-136.3045039999999,French Polynesia: Îles Tuamotu-Gambier southeastmost point,Kiribati,11818.83,703166.8830455188,-17.852113999999858,-143.08740199999988,Southmost point 2,United Kingdom,10777.52,846519.032451027,-23.910709964454043,-130.75265529396447,Pitcairn Islands: nan northwestmost point,Djibouti,214.39,19156839.911065992,10.908720088,41.915817731000175,Southmost point 1
Carmacks,6300.479108910891,4827966.109711621,518,Canada,12993.81,24777.80480907308,61.8757541507501,-136.4350740787068,"61.875754, -136.435074",Tumnus,11939.86,218691.19355741315,60.268339,-134.746012,,Lwadrian,10934.34,218768.99572514527,60.267665,-134.745612,,Lesotho,970.95,16128298.74920254,-28.57080078099989,28.65136909500012,Northmost point
Sitka,6303.366281628163,4816384.37347356,519,ManasMan,12999.83,664.4426820143053,57.049368,-135.339386,,EJ'sEmpire,11994.27,909.2086697996838,57.0476,-135.31984,,Paris_Labrador,10988.75,929.3702619807988,57.04777,-135.34264,,Lesotho,851.14,16607922.835273234,-28.69372940099987,28.183990478000055,Leribe northmost point
Hoonah,6304.857260726073,4810440.962653606,519,stathx,12999.34,2646.138080043862,58.130467,-135.466599,,Paris_Labrador,11993.82,2680.249376576897,58.13077,-135.46677,,OKobern,10988.26,2917.7803624998332,58.133744,-135.464761,,Lesotho,876.15,16507777.471974885,-28.57080078099989,28.65136909500012,Northmost point
Haines,6306.358272827283,4804431.8251672415,519,Tumnus,12998.71,5181.126557553129,59.28178,-135.46178,,TheSilverBeluga,11991.43,12280.483743234661,59.32977,-135.5594,,mlc,10985.76,12929.705697688541,59.3358,-135.562,,Lesotho,904.02,16396247.239972612,-28.57080078099989,28.65136909500012,Northmost point
Whitehorse,6308.218734873487,4796983.8423102265,519,Canada,12993.97,24143.492282606883,60.839916792250094,-135.41912031841943,"60.839917, -135.41912",Tumnus,11981.36,52565.010066985764,60.268339,-134.746012,,Lwadrian,10975.84,52643.07849629794,60.267665,-134.745612,,Lesotho,943.27,16239110.787450103,-28.57080078099989,28.65136909500012,Northmost point
Aklavik,6294.480374037404,4851979.677921955,544,Canada,12994.47,22118.658462495772,68.09077830175009,-135.41912031841943,"68.090778, -135.41912",maplemanatee,11940.71,215275.68698944536,67.5668,-139.856,,Donald Trump,10922.49,266180.58897438465,68.13199606745354,-141.44846083613442,"68.131996, -141.448461",Lesotho,1133.76,15476591.452001343,-28.57080078099989,28.65136909500012,Northmost point
Rikitea,5176.79192519252,9326141.04312573,594,Blinky,12985.68,57328.17234649296,-23.377222,-134.48027,French Polynesia: Îles Australes southeastmost point,United Kingdom,11884.91,438660.598535072,-23.910709964454043,-130.75265529396447,Pitcairn Islands: nan northwestmost point,Kiribati,10732.05,1028508.8514557489,-17.852113999999858,-143.08740199999988,Southmost point 2,Bahrain,166.79,19347373.449553497,26.275694000000154,50.65847400000018,Muharraq northeastmost point
Juneau (Alaska),6311.455621562156,4784026.994783981,519,Tumnus,12999.88,486.7677729371956,58.299308,-134.426377,,stathx,11994.17,1274.7413218074441,58.296523,-134.400493,,OKobern,10988.41,2300.9976912020647,58.28963,-134.388069,,Lesotho,888.0,16460379.581293603,-28.69372940099987,28.183990478000055,Leribe northmost point
Fort McPherson,6296.912189218922,4842244.900757313,540,Canada,12988.15,47438.03431535573,67.0549409432501,-134.40316655813209,"67.054941, -134.403167",maplemanatee,11941.56,211908.13602291947,67.5668,-139.856,,Donald Trump,10918.05,283955.93912599864,67.11966186022099,-141.44846083613442,"67.119662, -141.448461",Lesotho,1114.22,15554784.234814148,-28.57080078099989,28.65136909500012,Northmost point
